category,title,price,link,platform,price_clean
Комп'ютерна техніка,Ноутбук 14 CHUWI CoreBook i3 (8/256) Win 11 + Мишка CHUWI в подарунок (CW-112975),13289,https://allo.ua/ua/products/notebooks/noutbuk-14-chuwi-corebook-i3-8-256-win-11-mysh-chuwi-v-podarok-cw-112975.html,Allo,13289.0
Комп'ютерна техніка,Ноутбук Asus G614PH-RV058 (90NR0KX7-M002L0),65999,https://allo.ua/ua/products/notebooks/noutbuk-asus-g614ph-rv058-90nr0kx7-m002l0.html,Allo,65999.0
Комп'ютерна техніка,"Ноутбук Apple MacBook Pro 14"" M5 16/1TB (MDE54) Silver",100499,https://allo.ua/ua/products/notebooks/noutbuk-apple-macbook-pro-14-m5-16-1tb-mde54-silver.html,Allo,100499.0
Комп'ютерна техніка,Ноутбук ASUS TUF Gaming FX507ZU4-LP120 (90NR0FG7-M009E0),45999,https://allo.ua/ua/products/notebooks/noutbuk-asus-tuf-gaming-fx507zu4-lp120-90nr0fg7-m009e0.html,Allo,45999.0
Комп'ютерна техніка,Ноутбук Acer Aspire 5 15 A515-48M (NX.KJ9EU.00A),23999,https://allo.ua/ua/products/notebooks/noutbuk-acer-aspire-5-15-a515-48m-nx-kj9eu-00a.html,Allo,23999.0
Комп'ютерна техніка,Ноутбук ASUS Vivobook Go E1504FA-BQ534 (90NB0ZR1-M00UN0),20999,https://allo.ua/ua/products/notebooks/noutbuk-asus-vivobook-go-e1504fa-bq534-90nb0zr1-m00un0.html,Allo,20999.0
Комп'ютерна техніка,"Ноутбук Apple MacBook Air 15""M4 16/512GB 2025 (MC7C4) Sky Blue",78999,https://allo.ua/ua/products/notebooks/noutbuk-apple-macbook-air-15-m4-16-512gb-mc7c4-sky-blue.html,Allo,78999.0
Комп'ютерна техніка,Ноутбук Lenovo IdeaPad Slim 5 14ARP10 (83HT003ERA),27779,https://allo.ua/ua/products/notebooks/noutbuk-lenovo-ideapad-slim-5-14arp10-83ht003era.html,Allo,27779.0
Комп'ютерна техніка,Ноутбук Lenovo V15 G4 IRU (83A1006MRA),34499,https://allo.ua/ua/products/notebooks/noutbuk-lenovo-v15-g4-iru-83a1006mra.html,Allo,34499.0
Комп'ютерна техніка,Ноутбук ASUS Vivobook 15 M1502YA-BQ112 (90NB0X21-M00AF0),29999,https://allo.ua/ua/products/notebooks/noutbuk-asus-vivobook-15-m1502ya-bq112-90nb0x21-m00af0.html,Allo,29999.0
Комп'ютерна техніка,Ноутбук ігровий HP Victus 15-fb2006ua (B23A6EA),43999,https://allo.ua/ua/products/notebooks/noutbuk-igrovoj-hp-victus-15-fb2006ua-b23a6ea.html,Allo,43999.0
Комп'ютерна техніка,"Ноутбук Dell Chromebook 11.6"" 4/16GB, N3060 (3180) Black ""Refurbished""",5599,https://allo.ua/ua/products/notebooks/dell-chromebook-11-6-4-16gb-n3060-3180-black-refurbished.html,Allo,5599.0
Комп'ютерна техніка,"Ноутбук Lenovo Ideapad 3 14IML05 14.0"" 4/128GB, 6405U (81WA00B1US) Black ""Refurbished""",14839,https://allo.ua/ua/products/notebooks/1_312.html,Allo,14839.0
Комп'ютерна техніка,"Ноутбук Core Innovations Yoga 11.6"" HD 3/64GB, N3350 (CLT1164BU) Blue Refurbished A-",7249,https://allo.ua/ua/products/notebooks/noutbuk-core-innovations-yoga-11-6-hd-3-64gb-n3350-clt1164bu-blue-refurbished-a.html,Allo,7249.0
Комп'ютерна техніка,"Ноутбук EVOO Laptop 11.6"" FHD 3/32GB, N4000 (EV-C-116-1-BL) Blue ""Seller Refurbished""",7249,https://allo.ua/ua/products/notebooks/noutbuk-evoo-laptop-11-6-fhd-3-32gb-n4000-ev-c-116-1-bl-blue-seller-refurbished.html,Allo,7249.0
Комп'ютерна техніка,"Ноутбук Samsung Chromebook 4 Plus 15.6"" FHD 4/64GB, N4000 (XE350XBA-K02US) Silver ""Seller Refurbished""",9499,https://allo.ua/ua/products/notebooks/noutbuk-samsung-chromebook-4-plus-15-6-fhd-4-64gb-n4000-xe350xba-k02us-silver-seller-refurbished.html,Allo,9499.0
Комп'ютерна техніка,"Ноутбук MSI Pulse GL66 15.6"" FHD 16/512GB i7-11800H RTX 3070 (11UGK-001) Black Open Box",56499,https://allo.ua/ua/products/notebooks/noutbuk-msi-pulse-gl66-15-6-fhd-16-512gb-i7-11800h-rtx-3070-11ugk-001-black-open-box.html,Allo,56499.0
Комп'ютерна техніка,"Ноутбук ACER Nitro 5 15.6"" FHD 8/256GB, i5-11400H, GTX1650 4GB (AN515-57-536Q) Black ""Open Box""",31689,https://allo.ua/ua/products/notebooks/noutbuk-acer-nitro-5-15-6-fhd-8-256gb-i5-11400h-gtx1650-4gb-an515-57-536q-black-open-box.html,Allo,31689.0
Комп'ютерна техніка,"Ноутбук ACER Nitro 5 15.6"" FHD 8/256GB, i5-10300H, GTX1650Ti 4GB (AN515-55-59KS) Black ""Seller Refurbished""",31689,https://allo.ua/ua/products/notebooks/noutbuk-acer-nitro-5-15-6-fhd-8-256gb-i5-10300h-gtx1650ti-4gb-an515-55-59ks-black-seller-refurbished.html,Allo,31689.0
Комп'ютерна техніка,"Ноутбук Dell Inspiron 3473 14"" HD 4/32GB, N4000 (14-3473) Black Refurbished A-",8199,https://allo.ua/ua/products/notebooks/noutbuk-dell-inspiron-3473-14-hd-4-32gb-n4000-14-3473-black-refurbished-a.html,Allo,8199.0
Комп'ютерна техніка,"Ноутбук EVOO Laptop 11.6"" FHD 4/64GB, N4000 (EV-C-116-7PR) Purple Refurbished A-",7839,https://allo.ua/ua/products/notebooks/noutbuk-evoo-laptop-11-6-fhd-4-64gb-n4000-ev-c-116-7pr-purple-refurbished-a.html,Allo,7839.0
Комп'ютерна техніка,"Ноутбук Core Innovations Laptop 14"" 4/64GB, N3350 (CLT146401BL) Black Refurbished A-",7249,https://allo.ua/ua/products/notebooks/noutbuk-core-innovations-laptop-14-4-64gb-n3350-clt146401bl-black-refurbished-a.html,Allo,7249.0
Комп'ютерна техніка,"Ноутбук EVOO EV Laptop 14.1"" 4/32GB N3350 (EV-CE-141-1) Silver Open Box",9739,https://allo.ua/ua/products/notebooks/noutbuk-evoo-ev-laptop-14-1-4-32gb-n3350-ev-ce-141-1-silver-open-box.html,Allo,9739.0
Комп'ютерна техніка,"Ноутбук Core Innovations Laptop 14"" FHD 4/64GB, N3350 (CLT136401SL) Silver Open Box",8439,https://allo.ua/ua/products/notebooks/noutbuk-core-innovations-laptop-14-fhd-4-64gb-n3350-clt136401sl-silver-open-box.html,Allo,8439.0
Комп'ютерна техніка,"Ноутбук EVOO Laptop 11.6"" FHD 4/64GB, N4000 (EV-C-116-7BK) Black ""Open Box""",8789,https://allo.ua/ua/products/notebooks/noutbuk-evoo-laptop-11-6-fhd-4-64gb-n4000-ev-c-116-7bk-black-open-box.html,Allo,8789.0
Комп'ютерна техніка,Ноутбук HUAWEI MateBook 14s 8/512Gb HKD-W58 Gray Open Box,54379,https://allo.ua/ua/products/notebooks/noutbuk-huawei-matebook-14s-8-512gb-hkd-w58-gray-open-box.html,Allo,54379.0
